,Ticker,Indicador,ATUAL,2021,2020,2019,2018,2017,2016,2015,2014,2013,Setor
1,IGSN3,P/L ,"0,00",-,-,-,-,-,-,-,-,-,Água e Saneamento
2,IGSN3,PEG Ratio ,"0,00",-,-,-,-,-,-,-,-,-,Água e Saneamento
3,IGSN3,P/VP ,"0,00",-,-,-,-,-,-,-,-,-,Água e Saneamento
4,IGSN3,EV/EBITDA ,-,-,-,-,-,-,-,-,-,-,Água e Saneamento
5,IGSN3,EV/EBIT ,"40,84",-,-,-,-,-,-,-,-,-,Água e Saneamento
6,IGSN3,P/EBITDA ,-,-,-,-,-,-,-,-,-,-,Água e Saneamento
7,IGSN3,P/EBIT ,"0,00",-,-,-,-,-,-,-,-,-,Água e Saneamento
8,IGSN3,VPA ,"6,75","6,75","3,88","4,27","9,35","7,34","2,12","3,34","4,37",-,Água e Saneamento
9,IGSN3,P/Ativo ,"0,00",-,-,-,-,-,-,-,-,-,Água e Saneamento
10,IGSN3,LPA ,"-0,11","-0,11","-0,03","0,22","0,24","0,46","-1,22","-1,04","0,30",-,Água e Saneamento
11,IGSN3,P/SR ,"0,00",-,-,-,-,-,-,-,-,-,Água e Saneamento
12,IGSN3,P/Cap. Giro ,"0,00",-,-,-,-,-,-,-,-,-,Água e Saneamento
13,IGSN3,P/Ativo Circ. Liq. ,"0,00",-,-,-,-,-,-,-,-,-,Água e Saneamento
14,IGSN3,Dív. líquida/PL ,"1,52","1,52","1,51","1,28","1,40","2,18","9,25","5,48","3,80","3,02",Água e Saneamento
15,IGSN3,Dív. líquida/EBITDA ,-,"28,30","5,09","4,16","4,20","4,07","12,65","9,61","6,24","6,50",Água e Saneamento
16,IGSN3,Dív. líquida/EBIT ,"40,84","40,84","7,29","5,51","5,53","5,11","24,74","15,13","7,74","7,96",Água e Saneamento
17,IGSN3,PL/Ativos ,"0,27","0,27","0,27","0,33","0,29","0,25","0,08","0,13","0,16","0,18",Água e Saneamento
18,IGSN3,Passivos/Ativos ,"0,73","0,73","0,72","0,67","0,70","0,75","0,92","0,87","0,83","0,80",Água e Saneamento
19,IGSN3,Liq. corrente ,"0,63","0,63","2,39","1,41","1,86","2,71","0,34","0,74","1,02","0,46",Água e Saneamento
20,IGSN3,M. Bruta ,"31,72%","31,72%","44,34%","35,42%","39,97%","54,27%","40,21%","43,34%","40,85%","35,19%",Água e Saneamento
21,IGSN3,M. EBITDA ,-%,"14,63%","31,53%","28,38%","28,56%","41,86%","19,61%","24,82%","28,88%","21,72%",Água e Saneamento
22,IGSN3,M. EBIT ,"10,14%","10,14%","22,03%","21,42%","21,69%","33,31%","10,02%","15,76%","23,27%","17,73%",Água e Saneamento
23,IGSN3,M. Líquida ,"-4,62%","-4,62%","-0,81%","4,71%","2,19%","4,89%","-15,37%","-13,51%","3,25%","3,77%",Água e Saneamento
24,IGSN3,ROE ,"-1,69%","-1,70%","-0,76%","5,11%","2,56%","6,25%","-57,32%","-31,04%","6,84%","8,06%",Água e Saneamento
25,IGSN3,ROA ,"-0,45%","-0,45%","-0,21%","1,68%","0,75%","1,55%","-4,58%","-3,95%","1,12%","1,47%",Água e Saneamento
26,IGSN3,ROIC ,"-0,44%","-0,44%","5,64%","7,37%","7,48%","9,46%","2,18%","4,85%","8,28%","7,66%",Água e Saneamento
27,IGSN3,Giro ativos ,"0,10","0,10","0,26","0,36","0,34","0,32","0,30","0,29","0,34","0,39",Água e Saneamento
28,IGSN3,CAGR Receitas 5 anos ,"16,89%","16,89%","10,03%","9,74%","6,90%","9,53%","20,44%","21,27%",-%,-%,Água e Saneamento
29,IGSN3,CAGR Lucros 5 anos ,-%,-%,-%,"18,21%","-4,12%",-%,-%,-%,-%,-%,Água e Saneamento
0,IGTI11,D.Y ,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,Exploração de Imóveis
1,IGTI11,P/L ,"32,25","29,49",-,-,-,-,-,-,-,-,Exploração de Imóveis
2,IGTI11,PEG Ratio ,"0,15","0,14",-,-,-,-,-,-,-,-,Exploração de Imóveis
3,IGTI11,P/VP ,"2,24","2,05",-,-,-,-,-,-,-,-,Exploração de Imóveis
4,IGTI11,EV/EBITDA ,"13,84","17,14",-,-,-,-,-,-,-,-,Exploração de Imóveis
5,IGTI11,EV/EBIT ,"20,02","24,81",-,-,-,-,-,-,-,-,Exploração de Imóveis
6,IGTI11,P/EBITDA ,"15,61","14,27",-,-,-,-,-,-,-,-,Exploração de Imóveis
7,IGTI11,P/EBIT ,"22,58","20,65",-,-,-,-,-,-,-,-,Exploração de Imóveis
8,IGTI11,VPA ,"9,19","8,82","55,18","52,48",-,-,-,-,-,-,Exploração de Imóveis
9,IGTI11,P/Ativo ,"1,05","0,96",-,-,-,-,-,-,-,-,Exploração de Imóveis
10,IGTI11,LPA ,"0,64","0,61","2,61","4,39",-,-,-,-,-,-,Exploração de Imóveis
11,IGTI11,P/SR ,"8,98","8,21",-,-,-,-,-,-,-,-,Exploração de Imóveis
12,IGTI11,P/Cap. Giro ,"4,18","3,82",-,-,-,-,-,-,-,-,Exploração de Imóveis
13,IGTI11,P/Ativo Circ. Liq. ,"-1,54","-1,40",-,-,-,-,-,-,-,-,Exploração de Imóveis
14,IGTI11,Dív. líquida/PL ,"0,41","0,41","1,21","0,96","1,15","1,20","1,20","1,19","0,87","0,43",Exploração de Imóveis
15,IGTI11,Dív. líquida/EBITDA ,"2,87","2,87","4,04","2,40",-,-,-,"-9,32","-24,70","3,30",Exploração de Imóveis
16,IGTI11,Dív. líquida/EBIT ,"4,16","4,16","5,87","3,04","3,83","4,33","4,84","-5,85","-9,51","4,18",Exploração de Imóveis
17,IGTI11,PL/Ativos ,"0,47","0,47","0,23","0,27","0,27","0,28","0,27","0,26","0,27","0,30",Exploração de Imóveis
18,IGTI11,Passivos/Ativos ,"0,53","0,53","0,55","0,47","0,47","0,46","0,48","0,50","0,46","0,48",Exploração de Imóveis
19,IGTI11,Liq. corrente ,"4,64","4,64","2,33","4,16","3,12","1,97","1,85","1,56","2,44","3,40",Exploração de Imóveis
20,IGTI11,M. Bruta ,"56,97%","56,97%","59,31%","66,61%","69,92%","69,38%","68,83%","66,88%","68,79%","72,12%",Exploração de Imóveis
21,IGTI11,M. EBITDA ,"57,56%","57,56%","71,83%","80,91%",-%,-%,-%,"-28,69%","-9,66%","53,84%",Exploração de Imóveis
22,IGTI11,M. EBIT ,"39,79%","39,79%","49,40%","63,93%","60,21%","58,23%","54,09%","-45,73%","-25,07%","42,61%",Exploração de Imóveis
23,IGTI11,M. Líquida ,"27,86%","27,86%","11,31%","17,03%","15,24%","11,27%","3,22%","-19,74%","-29,90%","2,82%",Exploração de Imóveis
24,IGTI11,ROE ,"6,95%","6,97%","4,73%","8,37%","7,62%","5,36%","1,48%","-8,81%","-10,94%","0,68%",Exploração de Imóveis
25,IGTI11,ROA ,"3,24%","3,24%","1,09%","2,24%","2,04%","1,51%","0,40%","-2,31%","-2,96%","0,21%",Exploração de Imóveis
26,IGTI11,ROIC ,"2,20%","2,20%","3,93%","7,23%","7,05%","7,20%","6,10%","-6,63%","-3,06%","2,65%",Exploração de Imóveis
27,IGTI11,Giro ativos ,"0,12","0,12","0,10","0,13","0,13","0,13","0,12","0,12","0,10","0,07",Exploração de Imóveis
28,IGTI11,CAGR Receitas 5 anos ,"5,11%","5,11%","1,23%","5,51%","11,50%","12,61%","-33,45%","-38,39%","-39,62%",-%,Exploração de Imóveis
29,IGTI11,CAGR Lucros 5 anos ,"61,79%","61,79%",-%,-%,"56,22%","1,04%","-51,19%",-%,-%,-%,Exploração de Imóveis
0,IGTI3,D.Y ,"0,44%","4,17%","0,52%","0,53%","0,87%",-%,-%,-%,-%,-%,Exploração de Imóveis
1,IGTI3,P/L ,"12,22","13,37","30,20","25,82","18,18",-,-,-,-,-,Exploração de Imóveis
2,IGTI3,PEG Ratio ,"0,06","0,06",-,-,"0,44",-,-,-,-,-,Exploração de Imóveis
3,IGTI3,P/VP ,"0,85","0,93","1,43","2,16","1,38",-,-,-,-,-,Exploração de Imóveis
4,IGTI3,EV/EBITDA ,"13,88","17,14",-,-,-,-,-,-,-,-,Exploração de Imóveis
5,IGTI3,EV/EBIT ,"20,09","24,81",-,-,"8,43",-,-,-,-,-,Exploração de Imóveis
6,IGTI3,P/EBITDA ,"5,91","6,47","4,75","5,44",-,-,-,-,-,-,Exploração de Imóveis
7,IGTI3,P/EBIT ,"8,56","9,36","6,91","6,88","4,60",-,-,-,-,-,Exploração de Imóveis
8,IGTI3,VPA ,"3,06","2,94","18,39","17,49","16,46","15,04","14,83","1,48","1,64","1,79",Exploração de Imóveis
9,IGTI3,P/Ativo ,"0,40","0,43","0,33","0,58","0,37",-,-,-,-,-,Exploração de Imóveis
10,IGTI3,LPA ,"0,21","0,20","0,87","1,46","1,25","0,84","0,22","-0,13","-0,18","0,01",Exploração de Imóveis
11,IGTI3,P/SR ,"3,40","3,72","3,41","4,40","2,77",-,-,-,-,-,Exploração de Imóveis
12,IGTI3,P/Cap. Giro ,"1,58","1,73","2,18","3,74","3,38",-,-,-,-,-,Exploração de Imóveis
13,IGTI3,P/Ativo Circ. Liq. ,"-0,58","-0,64","-0,45","-0,73","-0,44",-,-,-,-,-,Exploração de Imóveis
14,IGTI3,Dív. líquida/PL ,"0,41","0,41","1,21","0,96","1,15","1,20","1,20","1,19","0,87","0,43",Exploração de Imóveis
15,IGTI3,Dív. líquida/EBITDA ,"2,87","2,87","4,04","2,40",-,-,-,"-9,32","-24,70","3,30",Exploração de Imóveis
16,IGTI3,Dív. líquida/EBIT ,"4,16","4,16","5,87","3,04","3,83","4,33","4,84","-5,85","-9,51","4,18",Exploração de Imóveis
17,IGTI3,PL/Ativos ,"0,47","0,47","0,23","0,27","0,27","0,28","0,27","0,26","0,27","0,30",Exploração de Imóveis
18,IGTI3,Passivos/Ativos ,"0,53","0,53","0,55","0,47","0,47","0,46","0,48","0,50","0,46","0,48",Exploração de Imóveis
19,IGTI3,Liq. corrente ,"4,64","4,64","2,33","4,16","3,12","1,97","1,85","1,56","2,44","3,40",Exploração de Imóveis
20,IGTI3,M. Bruta ,"56,97%","56,97%","59,31%","66,61%","69,92%","69,38%","68,83%","66,88%","68,79%","72,12%",Exploração de Imóveis
21,IGTI3,M. EBITDA ,"57,56%","57,56%","71,83%","80,91%",-%,-%,-%,"-28,69%","-9,66%","53,84%",Exploração de Imóveis
22,IGTI3,M. EBIT ,"39,79%","39,79%","49,40%","63,93%","60,21%","58,23%","54,09%","-45,73%","-25,07%","42,61%",Exploração de Imóveis
23,IGTI3,M. Líquida ,"27,86%","27,86%","11,31%","17,03%","15,24%","11,27%","3,22%","-19,74%","-29,90%","2,82%",Exploração de Imóveis
24,IGTI3,ROE ,"6,95%","6,97%","4,73%","8,37%","7,62%","5,36%","1,48%","-8,81%","-10,94%","0,68%",Exploração de Imóveis
25,IGTI3,ROA ,"3,24%","3,24%","1,09%","2,24%","2,04%","1,51%","0,40%","-2,31%","-2,96%","0,21%",Exploração de Imóveis
26,IGTI3,ROIC ,"2,20%","2,20%","3,93%","7,23%","7,05%","7,20%","6,10%","-6,63%","-3,06%","2,65%",Exploração de Imóveis
27,IGTI3,Giro ativos ,"0,12","0,12","0,10","0,13","0,13","0,13","0,12","0,12","0,10","0,07",Exploração de Imóveis
28,IGTI3,CAGR Receitas 5 anos ,"5,11%","5,11%","1,23%","5,51%","11,50%","12,61%","-33,45%","-38,39%","-39,62%",-%,Exploração de Imóveis
29,IGTI3,CAGR Lucros 5 anos ,"61,79%","61,79%",-%,-%,"56,22%","1,04%","-51,19%",-%,-%,-%,Exploração de Imóveis
0,INEP3,D.Y ,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,Máq. e Equip. Industriais
1,INEP3,P/L ,"0,14","0,20","-0,19","-0,13","-1,79","-0,93","-0,63","-0,12","-0,03","-0,26",Máq. e Equip. Industriais
2,INEP3,PEG Ratio ,"0,00","0,00",-,-,"2,85","0,02","0,00","0,00","0,00","0,00",Máq. e Equip. Industriais
3,INEP3,P/VP ,"-0,15","-0,20","-0,04","-0,03","-0,36","-0,23","-0,42","-0,07","-0,02","1,02",Máq. e Equip. Industriais
4,INEP3,EV/EBITDA ,"0,72","0,76","-3,37","-2,39",-,-,-,-,-,-,Máq. e Equip. Industriais
5,INEP3,EV/EBIT ,"0,72","0,77","-3,00","-2,25","-4,81","-6,54","-2,29","-2,62","-2,72","-11,36",Máq. e Equip. Industriais
6,INEP3,P/EBITDA ,"0,13","0,18","-0,32","-0,21",-,-,-,-,-,-,Máq. e Equip. Industriais
7,INEP3,P/EBIT ,"0,13","0,18","-0,28","-0,19","-2,36","-2,07","-1,00","-0,11","-0,03","-0,67",Máq. e Equip. Industriais
8,INEP3,VPA ,"-7,24","-7,56","-313,28","-252,97","-15,41","-12,46","-9,39","-3,39","-10,65","1,00",Máq. e Equip. Industriais
9,INEP3,P/Ativo ,"0,12","0,17","0,06","0,04","0,39","0,17","0,21","0,01","0,01","0,03",Máq. e Equip. Industriais
10,INEP3,LPA ,"7,39","7,72","-59,49","-58,23","-3,10","-3,12","-6,20","-2,02","-7,81","-3,97",Máq. e Equip. Industriais
11,INEP3,P/SR ,"7,64","10,39","11,87","4,72","11,70","7,51","5,85","0,06","0,03","0,10",Máq. e Equip. Industriais
12,INEP3,P/Cap. Giro ,"-0,21","-0,28","-0,05","-0,03","-0,36","-0,19","-0,29","-0,03","-0,01","-0,14",Máq. e Equip. Industriais
13,INEP3,P/Ativo Circ. Liq. ,"-0,13","-0,18","-0,08","-0,05","-0,47","-0,23","-0,29","-0,02","-0,01","-0,06",Máq. e Equip. Industriais
14,INEP3,Dív. líquida/PL ,-,-,-,-,-,-,-,-,-,"16,45",Máq. e Equip. Industriais
15,INEP3,Dív. líquida/EBITDA ,"0,59","0,59","-3,06","-2,18",-,-,-,-,-,-,Máq. e Equip. Industriais
16,INEP3,Dív. líquida/EBIT ,"0,59","0,59","-2,72","-2,06","-2,55","-4,49","-1,44","-2,53","-2,69","-10,75",Máq. e Equip. Industriais
17,INEP3,PL/Ativos ,"-0,84","-0,84","-1,58","-1,43","-1,08","-0,71","-0,50","-0,15","-0,41","0,03",Máq. e Equip. Industriais
18,INEP3,Passivos/Ativos ,"1,84","1,84","2,58","2,43","2,08","1,71","1,50","1,15","1,41","0,97",Máq. e Equip. Industriais
19,INEP3,Liq. corrente ,"0,12","0,12","0,22","0,12","0,13","0,24","0,29","0,40","0,22","0,60",Máq. e Equip. Industriais
20,INEP3,M. Bruta ,"35,20%","35,20%","31,17%","15,22%","57,92%","20,21%","29,56%","37,98%","-23,81%","14,53%",Máq. e Equip. Industriais
21,INEP3,M. EBITDA ,"5.853,36%","5.853,36%","-3.732,78%","-2.295,20%",-%,-%,-%,-%,-%,-%,Máq. e Equip. Industriais
22,INEP3,M. EBIT ,"5.810,08%","5.810,08%","-4.195,22%","-2.431,23%","-494,80%","-362,37%","-587,99%","-50,95%","-102,49%","-14,75%",Máq. e Equip. Industriais
23,INEP3,M. Líquida ,"5.277,91%","5.277,91%","-6.363,36%","-3.530,94%","-652,89%","-806,63%","-927,65%","-46,12%","-129,96%","-38,29%",Máq. e Equip. Industriais
24,INEP3,ROE ,"-102,09%","-102,09%","-18,99%","-23,02%","-20,10%","-25,01%","-66,02%","-59,52%","-73,35%","-397,14%",Máq. e Equip. Industriais
25,INEP3,ROA ,"85,40%","85,40%","-29,99%","-32,96%","-21,66%","-17,75%","-32,76%","-9,10%","-30,14%","-12,52%",Máq. e Equip. Industriais
26,INEP3,ROIC ,"-339,00%","-339,00%","19,57%","23,55%","25,23%","22,95%","111,55%","-158,15%","-112,31%","-9,41%",Máq. e Equip. Industriais
27,INEP3,Giro ativos ,"0,02","0,02","0,00","0,01","0,03","0,02","0,04","0,20","0,23","0,33",Máq. e Equip. Industriais
28,INEP3,CAGR Receitas 5 anos ,"-18,75%","-18,75%","-55,72%","-53,72%","-46,05%","-49,45%","-46,26%","-20,56%","-12,35%","0,96%",Máq. e Equip. Industriais
29,INEP3,CAGR Lucros 5 anos ,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,Máq. e Equip. Industriais
0,INNT3,D.Y ,-%,-%,-%,-%,-%,-%,-%,-%,-%,,Incorporações
1,INNT3,P/L ,"0,00",-,-,-,-,-,-,-,-,,Incorporações
2,INNT3,PEG Ratio ,"0,00",-,-,-,-,-,-,-,-,,Incorporações
3,INNT3,P/VP ,"0,00",-,-,-,-,-,-,-,-,,Incorporações
4,INNT3,EV/EBITDA ,"3,19",-,-,-,-,-,-,-,-,,Incorporações
5,INNT3,EV/EBIT ,"3,38",-,-,-,-,-,-,-,-,,Incorporações
6,INNT3,P/EBITDA ,"0,00",-,-,-,-,-,-,-,-,,Incorporações
7,INNT3,P/EBIT ,"0,00",-,-,-,-,-,-,-,-,,Incorporações
8,INNT3,VPA ,"0,89","0,89","0,55","1,02","4,01","1,68",-,-,-,,Incorporações
9,INNT3,P/Ativo ,"0,00",-,-,-,-,-,-,-,-,,Incorporações
10,INNT3,LPA ,"0,34","0,34","-0,46","0,92","3,85","1,79",-,-,-,,Incorporações
11,INNT3,P/SR ,"0,00",-,-,-,-,-,-,-,-,,Incorporações
12,INNT3,P/Cap. Giro ,"0,00",-,-,-,-,-,-,-,-,,Incorporações
13,INNT3,P/Ativo Circ. Liq. ,"0,00",-,-,-,-,-,-,-,-,,Incorporações
14,INNT3,Dív. líquida/PL ,"2,10","2,10","2,93","2,15","0,76","0,43","-0,17","-0,39","-0,02",,Incorporações
15,INNT3,Dív. líquida/EBITDA ,"3,19","3,25","-6,00","2,09",-,-,-,-,-,,Incorporações
16,INNT3,Dív. líquida/EBIT ,"3,38","3,38","-5,51","2,19","0,29","0,33","-0,13","-0,36","-0,02",,Incorporações
17,INNT3,PL/Ativos ,"0,10","0,10","0,06","0,08","0,06","0,24","0,35","0,45","0,33",,Incorporações
18,INNT3,Passivos/Ativos ,"0,90","0,90","0,94","0,92","0,94","0,76","0,65","0,55","0,67",,Incorporações
19,INNT3,Liq. corrente ,"1,36","1,36","1,25","2,18","1,75","3,17","3,75","1,86","1,62",,Incorporações
20,INNT3,M. Bruta ,"23,92%","23,92%","14,02%","34,01%","38,60%","34,10%","36,93%","48,80%","50,35%",,Incorporações
21,INNT3,M. EBITDA ,"11,22%","11,01%","-10,45%","18,93%",-%,-%,-%,-%,-%,,Incorporações
22,INNT3,M. EBIT ,"10,58%","10,58%","-11,37%","18,03%","29,48%","21,20%","17,69%","36,90%","41,92%",,Incorporações
23,INNT3,M. Líquida ,"6,51%","6,51%","-17,88%","16,56%","23,24%","17,63%","14,24%","36,72%","38,33%",,Incorporações
24,INNT3,ROE ,"38,12%","38,12%","-83,52%","89,92%","202,96%","106,67%","101,64%","108,30%","90,38%",,Incorporações
25,INNT3,ROA ,"3,68%","3,68%","-4,88%","6,89%","12,05%","25,99%","35,73%","48,36%","30,03%",,Incorporações
26,INNT3,ROIC ,"13,60%","13,60%","-9,96%","18,48%","44,97%","42,62%","56,15%","89,38%","73,72%",,Incorporações
27,INNT3,Giro ativos ,"0,57","0,57","0,27","0,42","0,52","1,47","2,51","1,32","0,78",,Incorporações
28,INNT3,CAGR Receitas 5 anos ,"38,73%","38,73%","37,50%","62,50%",-%,-%,-%,-%,-%,,Incorporações
29,INNT3,CAGR Lucros 5 anos ,"18,62%","18,62%",-%,"37,39%",-%,-%,-%,-%,-%,,Incorporações
0,INTB3,D.Y ,"1,14%","0,59%",-%,-%,-%,-%,,,,,Computadores e Equipamentos
1,INTB3,P/L ,"27,05","25,14",-,-,-,-,,,,,Computadores e Equipamentos
2,INTB3,PEG Ratio ,"2,43",-,-,-,-,-,,,,,Computadores e Equipamentos
3,INTB3,P/VP ,"5,14","4,77",-,-,-,-,,,,,Computadores e Equipamentos
4,INTB3,EV/EBITDA ,"24,16","22,26",-,-,-,-,,,,,Computadores e Equipamentos
5,INTB3,EV/EBIT ,"25,96","23,92",-,-,-,-,,,,,Computadores e Equipamentos
6,INTB3,P/EBITDA ,"25,30","23,52",-,-,-,-,,,,,Computadores e Equipamentos
7,INTB3,P/EBIT ,"27,19","25,27",-,-,-,-,,,,,Computadores e Equipamentos
8,INTB3,VPA ,"5,86","5,86",-,-,-,-,,,,,Computadores e Equipamentos
9,INTB3,P/Ativo ,"2,77","2,58",-,-,-,-,,,,,Computadores e Equipamentos
10,INTB3,LPA ,"1,11","1,11",-,-,-,-,,,,,Computadores e Equipamentos
11,INTB3,P/SR ,"3,19","2,97",-,-,-,-,,,,,Computadores e Equipamentos
12,INTB3,P/Cap. Giro ,"5,84","5,43",-,-,-,-,,,,,Computadores e Equipamentos
13,INTB3,P/Ativo Circ. Liq. ,"-16,42","-15,26",-,-,-,-,,,,,Computadores e Equipamentos
14,INTB3,Dív. líquida/PL ,"-0,26","-0,26","-0,26","-0,19","-0,30","-0,26",,,,,Computadores e Equipamentos
15,INTB3,Dív. líquida/EBITDA ,"-1,26","-1,26","-0,63","-0,69","-0,93","-0,72",,,,,Computadores e Equipamentos
16,INTB3,Dív. líquida/EBIT ,"-1,35","-1,35","-0,65","-0,74","-0,98","-0,75",,,,,Computadores e Equipamentos
17,INTB3,PL/Ativos ,"0,54","0,53","0,40","0,45","0,48","0,44",,,,,Computadores e Equipamentos
18,INTB3,Passivos/Ativos ,"0,46","0,46","0,60","0,55","0,52","0,56",,,,,Computadores e Equipamentos
19,INTB3,Liq. corrente ,"2,33","2,33","1,89","1,96","2,03","1,86",,,,,Computadores e Equipamentos
20,INTB3,M. Bruta ,"29,45%","29,45%","32,84%","34,93%","36,55%","35,03%",,,,,Computadores e Equipamentos
21,INTB3,M. EBITDA ,"12,62%","12,62%","18,92%","11,67%","13,86%","12,73%",,,,,Computadores e Equipamentos
22,INTB3,M. EBIT ,"11,75%","11,75%","18,10%","10,83%","13,05%","12,15%",,,,,Computadores e Equipamentos
23,INTB3,M. Líquida ,"11,81%","11,81%","15,37%","11,15%","11,28%","12,27%",,,,,Computadores e Equipamentos
24,INTB3,ROE ,"18,99%","19,18%","33,59%","26,13%","25,97%","35,31%",,,,,Computadores e Equipamentos
25,INTB3,ROA ,"10,25%","10,25%","13,43%","11,83%","12,59%","15,46%",,,,,Computadores e Equipamentos
26,INTB3,ROIC ,"14,98%","14,98%","25,39%","18,44%","22,19%","23,91%",,,,,Computadores e Equipamentos
27,INTB3,Giro ativos ,"0,87","0,87","0,87","1,06","1,12","1,26",,,,,Computadores e Equipamentos
28,INTB3,CAGR Receitas 5 anos ,-%,-%,-%,-%,-%,-%,,,,,Computadores e Equipamentos
29,INTB3,CAGR Lucros 5 anos ,-%,-%,-%,-%,-%,-%,,,,,Computadores e Equipamentos
0,IRBR3,D.Y ,-%,-%,"1,60%","6,52%","2,63%",-%,-%,-%,-%,,Seguradoras
1,IRBR3,P/L ,"-5,65","-7,47","-6,82","10,04","21,37",-,-,-,-,,Seguradoras
2,IRBR3,PEG Ratio ,"0,10","0,14",-,-,-,-,-,-,-,,Seguradoras
3,IRBR3,P/VP ,"1,06","1,40","2,35","3,08","6,51",-,-,-,-,,Seguradoras
4,IRBR3,EV/EBITDA ,-,-,-,-,-,-,-,-,-,,Seguradoras
5,IRBR3,EV/EBIT ,"-1,95","-2,54","-5,71","16,94","25,42",-,-,-,-,,Seguradoras
6,IRBR3,P/EBITDA ,-,-,-,-,-,-,-,-,-,,Seguradoras
7,IRBR3,P/EBIT ,"-1,92","-2,54","-5,71","16,94","25,42",-,-,-,-,,Seguradoras
8,IRBR3,VPA ,"2,87","2,87","3,48","12,64","12,82",-,-,-,-,,Seguradoras
9,IRBR3,P/Ativo ,"0,17","0,22","0,45","0,69","1,63",-,-,-,-,,Seguradoras
10,IRBR3,LPA ,"-0,54","-0,54","-1,20","3,88","3,91",-,-,-,-,,Seguradoras
11,IRBR3,P/SR ,"0,48","0,64","1,22","1,84","4,52",-,-,-,-,,Seguradoras
12,IRBR3,P/Cap. Giro ,"-1,15","-1,52","-7,39","-9,01","-80,35",-,-,-,-,,Seguradoras
13,IRBR3,P/Ativo Circ. Liq. ,"-0,44","-0,59","-1,39","-1,87","-4,82",-,-,-,-,,Seguradoras
14,IRBR3,Dív. líquida/PL ,-,-,-,-,-,-,-,-,-,,Seguradoras
15,IRBR3,Dív. líquida/EBITDA ,-,-,-,-,-,-,-,-,-,,Seguradoras
16,IRBR3,Dív. líquida/EBIT ,-,-,-,-,-,-,-,-,-,,Seguradoras
17,IRBR3,PL/Ativos ,"0,16","0,16","0,19","0,23","0,25","0,25","0,24","0,22","0,23",,Seguradoras
18,IRBR3,Passivos/Ativos ,"0,84","0,84","0,81","0,77","0,75","0,75","0,76","0,78","0,77",,Seguradoras
19,IRBR3,Liq. corrente ,"0,81","0,81","0,92","0,89","0,97","0,86","0,78","0,85","0,92",,Seguradoras
20,IRBR3,M. Bruta ,"-19,74%","-19,74%","-18,47%","10,46%","23,14%","18,80%","17,81%","15,56%","14,63%",,Seguradoras
21,IRBR3,M. EBITDA ,-%,-%,-%,-%,-%,-%,-%,-%,-%,,Seguradoras
22,IRBR3,M. EBIT ,"-25,11%","-25,11%","-21,42%","10,85%","17,77%","12,34%","10,19%","5,89%","9,04%",,Seguradoras
23,IRBR3,M. Líquida ,"-8,55%","-8,55%","-17,94%","18,31%","21,14%","19,53%","20,47%","20,39%","20,10%",,Seguradoras
24,IRBR3,ROE ,"-18,78%","-18,78%","-35,74%","30,67%","30,46%","25,83%","25,54%","24,06%","20,36%",,Seguradoras
25,IRBR3,ROA ,"-3,01%","-3,01%","-6,70%","6,91%","7,65%","6,45%","6,23%","5,32%","4,76%",,Seguradoras
26,IRBR3,ROIC ,-%,-%,-%,-%,-%,-%,-%,-%,-%,,Seguradoras
27,IRBR3,Giro ativos ,"0,35","0,35","0,37","0,38","0,36","0,33","0,30","0,26","0,24",,Seguradoras
28,IRBR3,CAGR Receitas 5 anos ,"13,98%","13,98%","17,75%","17,17%",-%,-%,-%,-%,-%,,Seguradoras
29,IRBR3,CAGR Lucros 5 anos ,-%,-%,-%,"15,00%",-%,-%,-%,-%,-%,,Seguradoras
0,ITSA3,D.Y ,"5,54%","4,24%","5,23%","8,48%","7,15%","3,62%","6,26%","7,58%","1,83%","1,71%",Bancos
1,ITSA3,P/L ,"7,38","6,73","14,71","11,46","10,53","9,72","7,27","5,36","7,49","11,88",Bancos
2,ITSA3,PEG Ratio ,"0,10","0,09",-,-,"0,66","-11,91","-0,98","0,44","0,19","0,47",Bancos
3,ITSA3,P/VP ,"1,30","1,18","1,81","2,14","1,80","1,52","1,25","1,06","1,51","2,04",Bancos
4,ITSA3,EV/EBITDA ,"6,71","6,04","12,19","10,15",-,-,-,-,-,-,Bancos
5,ITSA3,EV/EBIT ,"7,08","6,37","13,17","10,82","9,50","9,93","7,51","5,24","7,08","8,85",Bancos
6,ITSA3,P/EBITDA ,"6,52","5,94","12,43","10,08",-,-,-,-,-,-,Bancos
7,ITSA3,P/EBIT ,"6,88","6,27","13,44","10,75","10,01","9,51","7,25","5,24","7,12","10,69",Bancos
8,ITSA3,VPA ,"7,87","7,87","6,82","6,57","7,38","6,90","6,42","6,64","6,42","6,21",Bancos
9,ITSA3,P/Ativo ,"1,05","0,96","1,43","1,75","1,50","1,23","1,01","0,87","1,22","1,62",Bancos
10,ITSA3,LPA ,"1,38","1,38","0,84","1,23","1,26","1,08","1,11","1,31","1,29","1,07",Bancos
11,ITSA3,P/SR ,"11,03","10,05","17,65","23,60","18,49","15,93","12,73","9,73","11,80","12,80",Bancos
12,ITSA3,P/Cap. Giro ,"22,83","20,82","24,17","31,06","25,20","31,70","19,65","16,21","25,44","28,88",Bancos
